plane_id,Aircraft_ID,Registration,Type,Operator,Date,Start_Time,End_Time,Duration_Min,Start_Lat,Start_Lon,End_Lat,End_Lon,Status,HEX kód,Lajstromjel,Típus,Kategória,Gyártási év,Kötődés,Magyar kötődés kezdete,Magyar kötődés vége,Újonnani érték,Üzemeltetési költség/óra,Cikk(ek),Cikkek,price_of_flight
440214,440214,,,,2025-01-06,12:33:33,13:30:34,57.0,47.443085,19.229851,48.111282,16.581802,Landed,440214,OE-HOZ,Bombardier BD-100-1A-10 Challenger 3500,felső-középkategóriás business jet,2024,Mészáros Lőrinc,2024. 07. 10.,-,"9,6 milliárd Ft",6970,1,,6621.5
440214,440214,,,,2025-01-13,15:58:07,16:30:17,32.2,48.118628,16.546114,47.424627,19.259597,Landed,440214,OE-HOZ,Bombardier BD-100-1A-10 Challenger 3500,felső-középkategóriás business jet,2024,Mészáros Lőrinc,2024. 07. 10.,-,"9,6 milliárd Ft",6970,1,,3740.566666666667
440214,440214,,,,2025-01-15,09:38:09,11:41:02,122.9,47.445511,19.226006,51.337529,0.037537,Landed,440214,OE-HOZ,Bombardier BD-100-1A-10 Challenger 3500,felső-középkategóriás business jet,2024,Mészáros Lőrinc,2024. 07. 10.,-,"9,6 milliárd Ft",6970,1,,14276.883333333333
440214,440214,,,,2025-01-15,15:21:18,17:21:24,120.1,51.328949,0.030955,47.445808,19.225511,Landed,440214,OE-HOZ,Bombardier BD-100-1A-10 Challenger 3500,felső-középkategóriás business jet,2024,Mészáros Lőrinc,2024. 07. 10.,-,"9,6 milliárd Ft",6970,1,,13951.616666666665
440214,440214,,,,2025-01-16,07:31:57,10:20:28,168.5,47.434077,19.275654,36.660736,-4.479332,Landed,440214,OE-HOZ,Bombardier BD-100-1A-10 Challenger 3500,felső-középkategóriás business jet,2024,Mészáros Lőrinc,2024. 07. 10.,-,"9,6 milliárd Ft",6970,1,,19574.083333333332
440214,440214,,,,2025-01-18,11:17:02,14:22:58,185.9,36.687149,-4.498844,47.42877,19.252977,Landed,440214,OE-HOZ,Bombardier BD-100-1A-10 Challenger 3500,felső-középkategóriás business jet,2024,Mészáros Lőrinc,2024. 07. 10.,-,"9,6 milliárd Ft",6970,1,,21595.383333333335
440214,440214,,,,2025-01-19,10:33:41,12:26:35,112.9,47.439151,19.236497,51.333572,0.034481,Landed,440214,OE-HOZ,Bombardier BD-100-1A-10 Challenger 3500,felső-középkategóriás business jet,2024,Mészáros Lőrinc,2024. 07. 10.,-,"9,6 milliárd Ft",6970,1,,13115.216666666667
440214,440214,,,,2025-01-19,14:13:55,16:14:26,120.5,51.329615,0.031433,47.446041,19.225088,Landed,440214,OE-HOZ,Bombardier BD-100-1A-10 Challenger 3500,felső-középkategóriás business jet,2024,Mészáros Lőrinc,2024. 07. 10.,-,"9,6 milliárd Ft",6970,1,,13998.083333333334
440214,440214,,,,2025-01-19,17:29:51,18:32:00,62.2,47.437546,19.238983,52.367124,13.482579,Landed,440214,OE-HOZ,Bombardier BD-100-1A-10 Challenger 3500,felső-középkategóriás business jet,2024,Mészáros Lőrinc,2024. 07. 10.,-,"9,6 milliárd Ft",6970,1,,7225.566666666667
440214,440214,,,,2025-01-27,08:42:14,09:49:30,67.3,52.375626,13.518448,48.233484,14.19533,Landed,440214,OE-HOZ,Bombardier BD-100-1A-10 Challenger 3500,felső-középkategóriás business jet,2024,Mészáros Lőrinc,2024. 07. 10.,-,"9,6 milliárd Ft",6970,1,,7818.016666666666
440214,440214,,,,2025-01-27,10:00:31,10:38:42,38.2,48.233379,14.191662,47.443302,19.229525,Landed,440214,OE-HOZ,Bombardier BD-100-1A-10 Challenger 3500,felső-középkategóriás business jet,2024,Mészáros Lőrinc,2024. 07. 10.,-,"9,6 milliárd Ft",6970,1,,4437.566666666667
440214,440214,,,,2025-01-28,08:04:48,09:44:07,99.3,47.442922,19.230088,52.308815,4.79557,Landed,440214,OE-HOZ,Bombardier BD-100-1A-10 Challenger 3500,felső-középkategóriás business jet,2024,Mészáros Lőrinc,2024. 07. 10.,-,"9,6 milliárd Ft",6970,1,,11535.35
440214,440214,,,,2025-01-28,16:51:41,18:24:59,93.3,52.309113,4.79599,47.444225,19.228064,Landed,440214,OE-HOZ,Bombardier BD-100-1A-10 Challenger 3500,felső-középkategóriás business jet,2024,Mészáros Lőrinc,2024. 07. 10.,-,"9,6 milliárd Ft",6970,1,,10838.35
440214,440214,,,,2025-01-29,18:32:17,20:02:05,89.8,47.442719,19.230469,46.242599,6.11565,Landed,440214,OE-HOZ,Bombardier BD-100-1A-10 Challenger 3500,felső-középkategóriás business jet,2024,Mészáros Lőrinc,2024. 07. 10.,-,"9,6 milliárd Ft",6970,1,,10431.766666666666
440214,440214,,,,2025-02-03,14:50:23,16:17:38,87.2,46.235589,6.105309,47.433891,19.244737,Landed,440214,OE-HOZ,Bombardier BD-100-1A-10 Challenger 3500,felső-középkategóriás business jet,2024,Mészáros Lőrinc,2024. 07. 10.,-,"9,6 milliárd Ft",6970,1,,10129.733333333334
440214,440214,,,,2025-02-07,13:17:01,14:33:19,76.3,47.436951,19.239944,41.803304,12.592121,Landed,440214,OE-HOZ,Bombardier BD-100-1A-10 Challenger 3500,felső-középkategóriás business jet,2024,Mészáros Lőrinc,2024. 07. 10.,-,"9,6 milliárd Ft",6970,1,,8863.516666666666
440214,440214,,,,2025-02-09,10:54:48,12:08:09,73.4,41.803162,12.592205,47.448043,19.221849,Landed,440214,OE-HOZ,Bombardier BD-100-1A-10 Challenger 3500,felső-középkategóriás business jet,2024,Mészáros Lőrinc,2024. 07. 10.,-,"9,6 milliárd Ft",6970,1,,8526.633333333333
440214,440214,,,,2025-02-16,16:14:48,08:36:54,2422.1,47.43296,19.246216,45.460133,9.275845,Landed,440214,OE-HOZ,Bombardier BD-100-1A-10 Challenger 3500,felső-középkategóriás business jet,2024,Mészáros Lőrinc,2024. 07. 10.,-,"9,6 milliárd Ft",6970,1,,281367.2833333333
440214,440214,,,,2025-02-18,08:45:00,10:35:01,110.0,45.439041,9.277758,51.549248,-0.434799,Landed,440214,OE-HOZ,Bombardier BD-100-1A-10 Challenger 3500,felső-középkategóriás business jet,2024,Mészáros Lőrinc,2024. 07. 10.,-,"9,6 milliárd Ft",6970,1,,12778.333333333332
